名称,销量,参数链接,评分链接
风光MINIEV,124,https://www.dongchedi.com/auto/params-carIds-x-5389,https://www.dongchedi.com/auto/series/score/5389
212,120,https://www.dongchedi.com/auto/params-carIds-x-202,https://www.dongchedi.com/auto/series/score/202
捷豹E-PACE,118,https://www.dongchedi.com/auto/params-carIds-x-2816,https://www.dongchedi.com/auto/series/score/2816
e:NP1 极湃1,117,https://www.dongchedi.com/auto/params-carIds-x-5392,https://www.dongchedi.com/auto/series/score/5392
Polestar 4,117,https://www.dongchedi.com/auto/params-carIds-x-5832,https://www.dongchedi.com/auto/series/score/5832
途安L,113,https://www.dongchedi.com/auto/params-carIds-x-407,https://www.dongchedi.com/auto/series/score/407
小鹏G3,113,https://www.dongchedi.com/auto/params-carIds-x-2819,https://www.dongchedi.com/auto/series/score/2819
易至EV3,110,https://www.dongchedi.com/auto/params-carIds-x-3028,https://www.dongchedi.com/auto/series/score/3028
途观L PHEV,110,https://www.dongchedi.com/auto/params-carIds-x-3001,https://www.dongchedi.com/auto/series/score/3001
极狐 阿尔法S,110,https://www.dongchedi.com/auto/params-carIds-x-4637,https://www.dongchedi.com/auto/series/score/4637
英仕派 PHEV,104,https://www.dongchedi.com/auto/params-carIds-x-8896,https://www.dongchedi.com/auto/series/score/8896
比亚迪D1,102,https://www.dongchedi.com/auto/params-carIds-x-4638,https://www.dongchedi.com/auto/series/score/4638
凯迪拉克CT4,100,https://www.dongchedi.com/auto/params-carIds-x-4182,https://www.dongchedi.com/auto/series/score/4182
奔驰EQA,99,https://www.dongchedi.com/auto/params-carIds-x-1729,https://www.dongchedi.com/auto/series/score/1729
荣威D5X DMH,97,https://www.dongchedi.com/auto/params-carIds-x-9347,https://www.dongchedi.com/auto/series/score/9347
森雅R7,97,https://www.dongchedi.com/auto/params-carIds-x-1406,https://www.dongchedi.com/auto/series/score/1406
MG Cyberster,96,https://www.dongchedi.com/auto/params-carIds-x-4561,https://www.dongchedi.com/auto/series/score/4561
起亚K5,93,https://www.dongchedi.com/auto/params-carIds-x-1119,https://www.dongchedi.com/auto/series/score/1119
红旗EH7,93,https://www.dongchedi.com/auto/params-carIds-x-8947,https://www.dongchedi.com/auto/series/score/8947
蔚来ET7,93,https://www.dongchedi.com/auto/params-carIds-x-3478,https://www.dongchedi.com/auto/series/score/3478
IQ锐歌,91,https://www.dongchedi.com/auto/params-carIds-x-5358,https://www.dongchedi.com/auto/series/score/5358
皓影 PHEV,91,https://www.dongchedi.com/auto/params-carIds-x-4839,https://www.dongchedi.com/auto/series/score/4839
风行游艇,90,https://www.dongchedi.com/auto/params-carIds-x-5386,https://www.dongchedi.com/auto/series/score/5386
炫界Pro EV,88,https://www.dongchedi.com/auto/params-carIds-x-5367,https://www.dongchedi.com/auto/series/score/5367
索奈,87,https://www.dongchedi.com/auto/params-carIds-x-9494,https://www.dongchedi.com/auto/series/score/9494
长安UNI-K 智电iDD,86,https://www.dongchedi.com/auto/params-carIds-x-5216,https://www.dongchedi.com/auto/series/score/5216
轩度,84,https://www.dongchedi.com/auto/params-carIds-x-5033,https://www.dongchedi.com/auto/series/score/5033
启辰星,83,https://www.dongchedi.com/auto/params-carIds-x-4276,https://www.dongchedi.com/auto/series/score/4276
明锐,82,https://www.dongchedi.com/auto/params-carIds-x-1241,https://www.dongchedi.com/auto/series/score/1241
飞凡F7,82,https://www.dongchedi.com/auto/params-carIds-x-6137,https://www.dongchedi.com/auto/series/score/6137
元宝,79,https://www.dongchedi.com/auto/params-carIds-x-5788,https://www.dongchedi.com/auto/series/score/5788
大通G90,79,https://www.dongchedi.com/auto/params-carIds-x-5438,https://www.dongchedi.com/auto/series/score/5438
福特烈马,79,https://www.dongchedi.com/auto/params-carIds-x-9350,https://www.dongchedi.com/auto/series/score/9350
雪佛兰畅巡,77,https://www.dongchedi.com/auto/params-carIds-x-4081,https://www.dongchedi.com/auto/series/score/4081
探岳GTE,77,https://www.dongchedi.com/auto/params-carIds-x-3131,https://www.dongchedi.com/auto/series/score/3131
柯迪亚克,76,https://www.dongchedi.com/auto/params-carIds-x-1245,https://www.dongchedi.com/auto/series/score/1245
睿蓝7,76,https://www.dongchedi.com/auto/params-carIds-x-5997,https://www.dongchedi.com/auto/series/score/5997
极狐考拉,71,https://www.dongchedi.com/auto/params-carIds-x-6356,https://www.dongchedi.com/auto/series/score/6356
别克E4,69,https://www.dongchedi.com/auto/params-carIds-x-6362,https://www.dongchedi.com/auto/series/score/6362
合创V09,69,https://www.dongchedi.com/auto/params-carIds-x-5472,https://www.dongchedi.com/auto/series/score/5472
飞凡R7,68,https://www.dongchedi.com/auto/params-carIds-x-4980,https://www.dongchedi.com/auto/series/score/4980
威兰达高性能版,66,https://www.dongchedi.com/auto/params-carIds-x-4813,https://www.dongchedi.com/auto/series/score/4813
福特电马,65,https://www.dongchedi.com/auto/params-carIds-x-4890,https://www.dongchedi.com/auto/series/score/4890
MG6,49,https://www.dongchedi.com/auto/params-carIds-x-32,https://www.dongchedi.com/auto/series/score/32
小虎FEV,49,https://www.dongchedi.com/auto/params-carIds-x-5014,https://www.dongchedi.com/auto/series/score/5014
蔚来ES7,48,https://www.dongchedi.com/auto/params-carIds-x-5819,https://www.dongchedi.com/auto/series/score/5819
长安之星9 EV,47,https://www.dongchedi.com/auto/params-carIds-x-3022,https://www.dongchedi.com/auto/series/score/3022
哈弗赤兔,44,https://www.dongchedi.com/auto/params-carIds-x-4921,https://www.dongchedi.com/auto/series/score/4921
焕驰,40,https://www.dongchedi.com/auto/params-carIds-x-1719,https://www.dongchedi.com/auto/series/score/1719
长安UNI-V 智电iDD,40,https://www.dongchedi.com/auto/params-carIds-x-5923,https://www.dongchedi.com/auto/series/score/5923
沃尔沃XC40 RECHARGE,38,https://www.dongchedi.com/auto/params-carIds-x-4738,https://www.dongchedi.com/auto/series/score/4738
凌派,37,https://www.dongchedi.com/auto/params-carIds-x-287,https://www.dongchedi.com/auto/series/score/287
远航H8,36,https://www.dongchedi.com/auto/params-carIds-x-6117,https://www.dongchedi.com/auto/series/score/6117
AION LX,35,https://www.dongchedi.com/auto/params-carIds-x-3503,https://www.dongchedi.com/auto/series/score/3503
腾势N8 DM,33,https://www.dongchedi.com/auto/params-carIds-x-8898,https://www.dongchedi.com/auto/series/score/8898
英菲尼迪QX50,32,https://www.dongchedi.com/auto/params-carIds-x-1423,https://www.dongchedi.com/auto/series/score/1423
胜达,31,https://www.dongchedi.com/auto/params-carIds-x-1324,https://www.dongchedi.com/auto/series/score/1324
昂扬,30,https://www.dongchedi.com/auto/params-carIds-x-5980,https://www.dongchedi.com/auto/series/score/5980
星迈罗,30,https://www.dongchedi.com/auto/params-carIds-x-5897,https://www.dongchedi.com/auto/series/score/5897
优优,28,https://www.dongchedi.com/auto/params-carIds-x-848,https://www.dongchedi.com/auto/series/score/848
海马7X,28,https://www.dongchedi.com/auto/params-carIds-x-4201,https://www.dongchedi.com/auto/series/score/4201
思皓花仙子,23,https://www.dongchedi.com/auto/params-carIds-x-4819,https://www.dongchedi.com/auto/series/score/4819
星途追风 C-DM,22,https://www.dongchedi.com/auto/params-carIds-x-5567,https://www.dongchedi.com/auto/series/score/5567
沃尔沃C40 RECHARGE,21,https://www.dongchedi.com/auto/params-carIds-x-4924,https://www.dongchedi.com/auto/series/score/4924
奔腾M9,21,https://www.dongchedi.com/auto/params-carIds-x-6085,https://www.dongchedi.com/auto/series/score/6085
斯威G05,17,https://www.dongchedi.com/auto/params-carIds-x-3721,https://www.dongchedi.com/auto/series/score/3721
红旗E-HS9,16,https://www.dongchedi.com/auto/params-carIds-x-4146,https://www.dongchedi.com/auto/series/score/4146
北京BJ80,16,https://www.dongchedi.com/auto/params-carIds-x-165,https://www.dongchedi.com/auto/series/score/165
智己L7,16,https://www.dongchedi.com/auto/params-carIds-x-4870,https://www.dongchedi.com/auto/series/score/4870
广汽丰田bZ4X,13,https://www.dongchedi.com/auto/params-carIds-x-5570,https://www.dongchedi.com/auto/series/score/5570
极狐 阿尔法T,13,https://www.dongchedi.com/auto/params-carIds-x-4385,https://www.dongchedi.com/auto/series/score/4385
创酷,12,https://www.dongchedi.com/auto/params-carIds-x-1357,https://www.dongchedi.com/auto/series/score/1357
奥迪e-tron,12,https://www.dongchedi.com/auto/params-carIds-x-4543,https://www.dongchedi.com/auto/series/score/4543
沃尔沃S60 RECHARGE,12,https://www.dongchedi.com/auto/params-carIds-x-1280,https://www.dongchedi.com/auto/series/score/1280
荣威RX9,11,https://www.dongchedi.com/auto/params-carIds-x-3690,https://www.dongchedi.com/auto/series/score/3690
长安CS95,11,https://www.dongchedi.com/auto/params-carIds-x-1463,https://www.dongchedi.com/auto/series/score/1463
红旗国耀,11,https://www.dongchedi.com/auto/params-carIds-x-5418,https://www.dongchedi.com/auto/series/score/5418
岚图追光,9,https://www.dongchedi.com/auto/params-carIds-x-6205,https://www.dongchedi.com/auto/series/score/6205
江淮X8 PLUS,8,https://www.dongchedi.com/auto/params-carIds-x-9486,https://www.dongchedi.com/auto/series/score/9486
发现运动版PHEV,8,https://www.dongchedi.com/auto/params-carIds-x-4640,https://www.dongchedi.com/auto/series/score/4640
揽胜极光PHEV,8,https://www.dongchedi.com/auto/params-carIds-x-5314,https://www.dongchedi.com/auto/series/score/5314
斯威G01,5,https://www.dongchedi.com/auto/params-carIds-x-2779,https://www.dongchedi.com/auto/series/score/2779
奔驰EQB,5,https://www.dongchedi.com/auto/params-carIds-x-3932,https://www.dongchedi.com/auto/series/score/3932
RAV4荣放双擎E+,5,https://www.dongchedi.com/auto/params-carIds-x-4329,https://www.dongchedi.com/auto/series/score/4329
昊铂SSR,4,https://www.dongchedi.com/auto/params-carIds-x-6154,https://www.dongchedi.com/auto/series/score/6154
DS 9,2,https://www.dongchedi.com/auto/params-carIds-x-3724,https://www.dongchedi.com/auto/series/score/3724
海马7X-E,2,https://www.dongchedi.com/auto/params-carIds-x-5934,https://www.dongchedi.com/auto/series/score/5934
赛力斯A5,2,https://www.dongchedi.com/auto/params-carIds-x-6210,https://www.dongchedi.com/auto/series/score/6210
福克斯,1,https://www.dongchedi.com/auto/params-carIds-x-577,https://www.dongchedi.com/auto/series/score/577
星越L 增程电动版,1,https://www.dongchedi.com/auto/params-carIds-x-6086,https://www.dongchedi.com/auto/series/score/6086
